review_id,date_of_stay,review_rating,review_title,review_text
746140752,January 2020,5.0,Amazingly Wonderful,"I loved everything about this hotel: the ambiance, the service and amenities. The staff is extremely attentive to your needs. At every turn was perfection! The breakfast selection was good, but prix course lunch was phenomenal. We also ordered room service for dinner, which arrived in no time. The spa offers a relaxing experience with wonderful views of the city. By far, this is one of my most favorite hotels and I will for sure be returning."
899355102,June 2023,5.0,Modern luxurious stay with very friendly staff,"We stayed in this hotel for 5 nights to explore Milan and do some shopping. The room we got was spacious with a large terrace. The staff was extremely friendly and helped us swiftly with all questions and requests we had. The location of the hotel is great, especially since it is right next to a metro stop"
767180856,August 2020,5.0,Great hotel in Milano,"My friend and I stayed at the Armani hotel for two nights and had an amazing time, I really recommend this hotel to anyone spending some days in Milano. The location was great, the service really good, the room very spacious and comfortable and breakfast incredibly good. We got amazing suggestions from the Front office team, particularly from Andrea who made us feel at home during our whole stay."
960223572,June 2024,2.0,The experience in the hotel,"I have been staying in this hotel for a long time since I was a kid. I was considering this hotel as my home in Milano. The interiors are nice. However, unfortunately, the quality of the services has declined very sharply. They don’t provide quality services anymore. They don’t care about the small details. When we arrived to do our check-in, there was no one at the door and we had to ring the bell for someone to come and take our luggage (They operate the same as the 3-star hotels). The quality of food at breakfast is low. The SPA team refused to amend our SPA booking, they are not supportive at all. I tried to speak with the hotel GM, but they refused. I spoke to another person at the reception and he took no action. If you are looking for a high-standard hotel, Armani is not your choice. Armani lags far behind Bulgari Milano and other top hotels in Milano. This will be my last visit to Armani. They have lost a very loyal customer."
796149648,June 2021,5.0,Amazing hotel with amazing staff,We stayed one night in Milan at the end of our Italy trip to catch an early flight. The hotel that we first checked into was a disaster! We talked to Luca about transferring to the Armani Hotel. He got us checked into our room quickly and effortlessly. The hotel and  room were amazing. We were so relieved and happy to be able to kick back and relax in our comfy room. The Bamboo Bar was great as well. We also enjoyed room service and a wonderful breakfast. My only suggestion would be to add more vegan options to the menus. This is a great hotel in a Milan and the staff is amazing. We would love to return one day and stay longer than one night! Thanks for making our time in Milan so enjoyable!
880048849,March 2022,5.0,Greatest Experience in This Stylish and Well Designed Hotel,"I stayed in Armani Hotel Milano a couple of times. As you probably know, this is one of the best hotels in Milan. Nice style, top quality, great service. If you need to book or order anything concierge would do it for you right away. Make sure to check the Armani restaurant which is on the 7th floor, great steak, pasta, deserts, wines, etc. Grazie Armani. I will be back."
879630573,February 2023,5.0,Beautiful experience.,"This was the most beautiful hotel I’ve stayed in. Top service, amazing modern amenities I haven’t experienced in any other hotel. Perfect location.I’d 100 percent recommend this place! Everything was perfect. We controlled everything in the room with our iPad, the lights, music, shades. This is an epic hotel."
832542622,March 2022,5.0,Excellent Hotel,"Stunningly designed hotel, with technological control in the room. Close to all the sites in the center of Milan.  An amazing team that generously responded to all our requests.  Free minibar for the entire stay including refilling every day, Late check out free of charge.  Receiving € 85 to use for extras at the hotel.  10% discount at Armani's flagship store."
820465142,November 2021,5.0,Best Hotel in Italy,I stayed at the Armani w/ my family in the family room (bedroom w/ a connecting room). The size of both the bedrooms and bathrooms were great. The hotel is first class but the service they provide during your stay is incredible. You never wait for any request and the staff goes above and beyond to provide great service. I would suggest this hotel over any other in Milan.
853813339,August 2022,3.0,Outdated by now,"Even the hotel was once well designed, many interior parts are now worn out and don’t work well. Shame the main restaurant is closed for the whole of August so you must go outside for dinner. Hotel is on a main road so plenty of noise and does not look special compared to several similar nearby hotels. Hotel staff are amazing though"
939952241,February 2024,5.0,Fantastic in every aspect!,"I stayed for 4 nights in an Armani Premiere Room. The internal layout is somewhat unusual in that the Reception is on the 7th floor, there is one lift going straight to that floor. To access the rooms you then take an other lift to go down to the floors with the rooms. Whilst this may be an unsual set up, it did not distract from the excellent stay. All the staff at the Hotel, Bar and Restaurant were extremely friendly and helpful, the room was spacious and well equipped, the Restaurant, as you would expect, is equally good. Altogether a fantastic experience. Ok, it is not cheap, all comes at a price but I am happy to pay for good service, and this Hotel definitely belongs into a class of its own. One of the few places that lived up to our expectations. Well done to all the staff to make this possible."
822331816,December 2021,5.0,City Trip,"I had the most wonderful and comfortable stay. The rooms are of a good size with a big and luxurious bathroom. The Spa has a beautiful view of the city, from al areas. Jacuzzi is nice and big. Sauna’s are 1-2 persons, but multiple of them and also with a view of the city. Location is great ofcourse!"
805265428,August 2021,5.0,Mother/daughter short trip,"The location is the best!The ambiance and style is very Armani, simplicity at its highest level. Dining experience at the Bamboo was exquisite and the staff knowledgeable and very friendly!We will be happy to return in the future. Molto grazie a tutti! Aisha und Ariane"
883778339,March 2023,5.0,"Excellet location, service and design","The Armani hotel is beautiful, modern and elegant. The service and amenities are exceptional and it is located within the best shopping district, steps from the Duomo and several good restaurants are nearby. Rooms are beautifully designed and high-tech. Highly recommended."
874191453,December 2022,5.0,Amazing Christmas with Armani!,"This was a superb stay, from beginning to end. The staff was kind, attentive, and paid attention to every detail.The drinks were 100%, and the food was excellent. Cannot say enough good things. We were there over Christmas, and the entire team went out of their way to make sure our stay was amazing. We hope to come back soon!"
867945820,November 2022,5.0,Armani in the heart of Milan,The concierge services at this hotel is above and beyond. Excellent staff! Great location. Lighting is a bit dark and it is hard to see in the bathroom...otherwise great experience. Wonderful breakfast buffet.
742854495,January 2020,5.0,Armani Heritage,A truly luxury experience.The design of the hotel from the entrance to the smallest details was superb.We were amazed from the stuff.Everyone was very kind to assist us with everything we needed.We loved the breakfast and the amazing view from the bar to the Via Monte Napoleone. One of the reasons we love to stay in Milan.
832712464,March 2022,5.0,Best decor and service,"Amazing service ,staff and decor . Great Rooms , restaurant. Location is great for shopping and dining .Staff is very pleasant with prompt attention.  I have stayed many times and each time it was great"
927484818,October 2023,5.0,The best!,"What a great Hotel.I don’t believe there are many places like this in the world.Fancy and elegant but it cannot be any other way… Armani says it all.I was impressed by the details, harmony of colours and the unique style.An unique experience."
928053354,November 2023,5.0,Amazing hotel and service!,"Visited for 3 nights in November on business and cannot recommend highly enough. Location, ambiance, service, all exceptional! Well done, look forward to coming back again in the future and will certainly recommend!"
790799833,May 2021,5.0,perfect...,Really good not to far from anything.The road is very quiet and peaceful.The staff is very helpful.The breakfast is very delicious.Perfect service and nice staff! Rooms and bathrooms were clean and decorated nicely and staff were impeccable! Would definitely return here.Perfect service and nice staff!
872511486,December 2022,5.0,One of the best trip to Armani Milan,"Armani Milan made our trip to Milan is one of the best trip ever..location is fantastic — everything is in a walking distance .. I took junior suite with balcony, and it was a very nice room with beautiful view.. will visit again for sure .."
883778810,March 2023,5.0,"Exceptional service, design and amenities","Exceptional hotel -- the service and amenities leave nothing to be desired. Everywhere you look is beautifully designed. The rooms are modern, high-tech and very comfortable. The hotel is located within the best shopping district, steps to the Duomo and the Galleria. The staff is friendly and helpful. Highly recommend!"
820483823,November 2021,5.0,Definitely my favourite hotel in Milan,"Perfect hospitality. Sophisticated interior design and flawless service. This is my favorite hotel in Milan. I love the sleek yet modern vibe. The room, the room service, the breakfast, the turndown service, Bamboo Bar... extraordinary experience. I had a great time."
919761397,September 2023,5.0,Best ever hotel,"The hotel is so gracious and comfortable, our room was spacious, comfortable, amazingly well equipped and quiet. Restaurant and front desk staff were  kind and helpful, concierge service second to none. Bar and restaurant amazing. Situation so good for walking in Milan"
770262687,September 2020,4.0,CORRECT PRICE / QUALITY,"Good and well located hotel in the centre of Milan.The personel is very friendly, even the concierge for making bookings outside the hotel. Check-in takes too much time, especialy in this Covid19 period, so identity cards and credit cards can be mailed before check-in. Check-out was fast and sufficent."
751438023,October 2019,3.0,Expected better since it’s an Armani hotel,"The location is perfect! Some staff can be really friendly, some staff high attitude, so in a way it’s like gambling. Breakfast is lacking varieties. Service is very good, free drinks in the minibar. Spacious bathroom, but the room could be a bit small. Willing to give you another chance when this madness is over. ❤️❤️❤️"
756952074,August 2019,5.0,Nice modern hotel.,"Nice rooms, with lots of room. Very tidy and modern for Italy. Staff were very helpful and friendly. Bit of a walk from the main hub of the resturants but not too bad. Loved the Ferrari Factory. Thanks."
837732137,May 2022,5.0,Anniversary stay in Milan,"My 2nd stay at the Armani.The service is now top notch.Staff are friendly, service oriented and everything requested is attended to promptly.Our big big thanks to Paolo from frontdesk.From check in to attending to our queries and even a minor issue we had - everything was done with a smile and resolved quickly and promptly. Paolo deserves 10 stars!Thank you Armani and Paolo, for such service and a great experience!We will be back!"
876224502,November 2022,5.0,EXCELLENT STAFF,"Excellent location, remarkable service and food. Everyone was gentle and polite. We loved the privacy the hotels offers. Breakfast was great. The quality of the food amazed us!!! The desserts area was our favorite spot."
804387792,August 2021,5.0,True to the Armani Design Culture,"This hotel is an experience, not a booking. In the heart of the Milan fashion district it reflects the elegant design culture of Armani: minimalist, yet grand. The service was excellent while not being over bearing. The room, technology and security were excellent. The food was outstanding. It is the perfect high-end retreat while visiting Milan."
860759957,September 2022,5.0,Armani/Millano,"Out of many optuions, I decided to stay in the Armani hotel. It met all of my expectations, cool design, prompt service, attentive staff. Nothing to complain about, quite to the contrary. Not my first stay and hopefuly not the last one."
910836437,August 2023,5.0,EB,"Everything is fine, except for the cold feel of the common areas. Maybe a little too futuristic, but there is no warmth. It's not spooky, but close to it. Rooms are comfortable, the bathrooms are great, the staff is accomodating."
817939069,November 2021,5.0,Amazing hotel and service,"I have travelled the world, and I have stayed at some of the most exclusive hotels. Hands down this is one of the best hotels. The service and accommodations were flawless. We were upgraded to a junior suit. The room was huge and the amenities were fantastic. I highly recommend this hotel. You will not go wrong by staying there. The location is also great. We can’t wait to go back."
878973843,February 2023,4.0,"Beautiful hotel, needs maintenance and an upgrade","Beautiful property but needs some maintenance, is starting to look old, if you have been to the Dubai property, don’t expect the same level. Food… not the best, sad to say that probably one of the worst pastas I had in Milan. But definitely a great hotel. Staff is awesome!"
122783864,January 2012,2.0,"Design yes, hotel no","Despite its pure lines, the expensive materials, the bathrooms to die for, and the unique accessories, Armani is a poor travesty of a hotel. Both service and food are ridiculously bad, so much so that we had a few fits of laughter. Arriving at the hotel, the taxi driver had to bring my bag in since noone appreared to help. Suddenly, a lovely lady appraoached me and introduced herself as my'lifestyle manager', grabbed my bag, only to move it 10 feet away, and suggested we go up to the lobby. Thank god i had the insight not to accept to leave my bag downstairs. At the lobby on the 7th floor, i waited for 10 minutes up until the same lady appeared and took my passport away. Another 10 minutes and she came back to take me to my room. There were no other guests around so i cannot attribute this worst check-in ever to overwork. After the theatre we went to the lounge bar to have a bite. My friend's simple spaghetti with tomato sauce were inedible; apparently the night cook forgot the salt. As for my minestrone it was so overcooked that it had turned into mush. the next morning I checked the breakfast card: at 10 euros a plate i could have traditional muesli, special oatmeal, and cereals served with red berries. Smarter because of the previous night's culinary experience I asked room service for clarifications: traditional muesli wax kellog's out of a box, oatmeal the same. and the special cereal served with red berries was Speial K with red fruit.... No further comment needed. Dragging my own suitcase, i left as fast as possible to have a nice cappucino in a bar in via Manzoni....."
303118536,July 2015,1.0,Worst travel experience.,"Booked a suite at the hotel for my honeymoon. Was pleasantly surprised with the iPad controlling the entire room, until it all broke down and went downhill from there. First night out in Milan, came back at 4AM to find everything not working from lights/TV/air conditioner. Called for assistance and the person did not even know what to do and said it was ""strange"" that this was happening until they did a complete reset at 4.30AM to get everything up and running. Next day same thing happened in the afternoon - spoke to the manager on duty and got moved to a bigger suite. Until the same thing happened again that same night while we were asleep and all the controls went off and I missed my flight the next morning as I was not able to open the safe and our passports were in there. Manager on duty came to the room to assist and acted like it wasn't a big deal. Well it was, and I will not be recommending this hotel to anyone visiting Milan. I've stayed in a lot of 5* hotels around the world and these sort of things do not happen in 5* hotels. Do yourself a favor and have a look at the other hotels around the Duomo. Lots of options around and you aren't missing out by not staying at the Armani Milano."
345235395,January 2016,5.0,Elegantly design and service hotel,"Had a chance to stay at hotel Amarni for 2 nights on the last days of January. One of a few hotel I was eager to try both for the renown designer and reviews. First of all very impressed with both the services the room.  The door-less interior design was pleasure to look at even though it needs a little swing to close it fully, and also iPad controlled multi functions were advanced. The hotel lobby services and greets in unison every single time you walk passed.Morning comes, the breakfast choices were alright. But,  unfortunately,  the services was not as attentive as I had expected. Waited 20 for my coffee,  I would blame that on the insufficient staff at the breakfast cafeteria. Otherwise, food's great.    Then two days flashes passed. After getting some last minute stuff, I had to get packing again. The guy on the ground floor,  Mr. Matthew,  was extremely patience and helpful,  whose English is excellent, in assisting in my packing and getting taxi to the airport. Matthew left us with hotel parting gift once we get on the cab, which ends our wonderful experience.Great service team by Amarni Hotel Milano."
327173879,November 2015,5.0,I have arrived!,"I can't say enough about this hotel.  The clean lines, and impeccably decor has you instantly feeling as if you have arrived to a special place.  The rooms are elegant, with heated floor and towel racks, a VERY large bath, and a bed that give you the ""hug"" you need after a long day in Milan.   We stayed on the 6th floor.  They offered us an upgrade to a suite but found the balcony on the 6th floor worth the smaller room.  The lights and television are all programmed by iPad.  The mini-bar in the room is all complimentary and there is so much space for all of the new treats you will likely purchase here.  The staff are so attentive and speak good English. The bar is gorgeous and the bartenders really take care in making each one of their extensive list of creative, specialty cocktails.  We are in a wonderful area in Milan, close to all of the shopping, the Duomo and amazing restaurants.  Oh, and did I mention the Armani boutique is downstairs?  So is Nobu!  One of my favorite restaurants.  We will definitely be back and thank the hotel and staff for such a memorable visit!"
563717724,February 2018,1.0,Be VERY careful of your belongings....,"On a trip to Milan a few weeks ago, we spent a night at the Armani Hotel.  Some money - a significant amount - was stolen from our room. We unfortunately only realised after unpacking at our next location.Whilst the manager was responsive at the start, after I reported the matter to the police he seemed to suggest that it was our fault.  Perhaps we could have been more careful, but this does not excuse the behaviour of untrustworthy staff. Needless to say, we did not hear from him after our return home.    I would have expected a better level of follow up service from a well reputed establishment like this.   When we eventually called the Armani Hotel for an update ten days later, the manager suggested that we could tell our insurance company that we will take our business elsewhere if they were unhelpful.    I would apply the same attitude back to The Armani Hotel – I will most definitely take my business elsewhere in the future."
433183952,October 2016,5.0,"Elegant, unique, tasteful and peaceful","A totally unique experience in every respect. I was expecting a light and airy interior and was initially surprised by the almost church like reserved colour pallet and minimal décor - after a short while I totally fell in love with it ! - All staff were extremely polite - there was no pretention just courteous, attentive and sincere service. Being vegan I was a little concerned that food options could be limited, however the Bamboo Bar staff were genuinely delighted to help. Nothing was too much trouble. I am fortunate in having stayed in a significant number of 5 star hotels over the years - often with business travel - this one beats all other hands down. The spar is unique, with a Jacuzzi pool with panoramic views of the city. Interesting that the Armani brand is capable of extending its exceptional clothes ascetic to interior design AND service values. I slept over 9 hours one night which for me is almost unheard of - a good sign !We also visited the Armani Silos museum which similarly has my highest recommendation. Opera fans will love the fact that La Scala is only 3 minutes' walk away.  Dogs are also warmly welcomed which was great to see. Will definitely be back to stay when next in Milan. Thanks to all staff at the hotel for a wonderful and memorable visit ! Now want to try their property in Dubai !"
327306710,November 2015,4.0,Very good hotel,"Very good hotel, nicely located, with very good staff very well dressed and nice aroma around all the hotel, the food is fabulous, the rooms a bit tiny, with very nice decoration in the room and whole hotel"
331955241,December 2015,4.0,Fantastic hotel and location,"Its a real 5 stars hotels, impacable service, perfect location for shopping, walkimg distance to duomo, next to metro station. All people in the reception are well trained as concierges.I loved to be able to control curtains, lights, tv from the ipad.The turndown service very good too."
329865356,November 2015,5.0,armani hotel milano,"great- fantastic hotel. the room have everything what you need to relax and to sleep .Bathroom just perfect fore al you needs ,very luxury.- personal : perfect and friendly all the time. the restaurant absolute the top -spa unbelievable internet - tv working outstanding      tv-internet a dream to work with."
326485684,August 2015,5.0,Milan Style Defined,"I stayed here for a couple of nights in the summer. This is a seriously classy hotel. I loved everything. Perfect location in the fashion district but also for the centro storico (for which I mean the Duomo and the Castello really....). This hotel makes an immediate impact. Very good doormen and reception staff, classic Armani fragrance the minute you walk through the door fills your senses, wonderful classic lines and clean architecture. The rooms are a little dark and on the smaller side but go with it. They are ultra modern but so quiet and private. Everything controlled with the IPad. They have the best slippers and toiletries. I'm gushing I know! Sorry. One minor negative is that I really dislike a hotel where reception is not on the ground floor and is an elevator ride away. I got over this peeve though. I loved the Armani Bamboo Bar looking over the rooftops of Milano. This is a secret gem of a bar! For me, this is only comparable with one other hotel I've stayed in - the Upper House in Hong Kong. I intend to come back. Ci vediamo presto."
248451735,December 2014,3.0,Smelly Surprised,"Needless to say of the location,its a great excess, but,stepped into a lobby lounge with a strongly  smell of a dirty water was not a very sophisticated welcoming,and I thought,perhaps,its only because of a journey that sometimes make you feel out of your sense,but again ,after being lead to the room,was another unmistakably smell of a cheap disinfected in the corridor,am I in the wrong place?I mean...Being ArmaniThe personnal are not very professional compared to a 5stars standard,of course they do them best but only the best of what they know,they do urgently needed a real team of professional management.As it is,its seems like a B&B,and not even a good one,lack of class and professionality,its not enough the clean line of a uniformed or a Zen atmosphere,all personnal seems just a trainees,perhaps being an individual hotel its does give its  problem like many others hotels in Italy.The roomThe layout of the room may not be as elegant as armani cloths, even lifeless ,the furniture and the lightning are a bit too dark,the bathroom are the whole world apart and its absolutely meant to be for a beautiful peoples,even though its delivered its function Breakfast at the topThis is the best of the stayed,with a panoramic views of the city and a good selections of buffet,the food here is good as well as in the Bamboo bar which's the other corner of the room.In all,is not too bad a place,its just need  the right direction and its time, it could become an elegant,well groom,an well mature as Mr.Armani himself"
128613544,April 2012,1.0,What a disappointment!,"Well, it's like a fashion magazine when I've got inside, the lobby, the elevator, marble was everywhere, it makes the space amazingly glittered.But... it was cold, the service is over exagerating the ""marvelous"" cocktail, 20 minutes to make a tomate-mozarella when there is only 3 clients, and the bread is dry! ""I am sorry"" is all they can do for you.But when I saw the bill, I felt sorry for myself to be in such a joke.Don't waste you time, get inside, take some pictures, and get out!"
620892350,September 2018,4.0,"Chic Italian Sophistication, by Armani","This is the third hotel I have stayed in Milan, I have written reviews for Park Hyatt and Mandarin Oriental previously. This was also the first time I drove myself to the hotel rather than having a chauffeur service. The hotel is on a busy street so they have a small lay-by for maybe 2, max 3 cars, I was luck that it was not busy so we were able to pull up. The bell-hops were very quick at unloading my car and getting our bags and we went up to the lobby on the 7th floor. The interiors were ultra luxe, minimalist chic, well dressed staff and almost clinical corridors. We got checked in and was shown our room. The room was dark and modern, but it has some wear and tear. Carpet was old and almost looked dirty, some of the furnishings were chipped.The room was large and the bathroom was extremely spacious, for a deluxe double room. The closet configuration was a little disjointed, the space was too small to place bags inside, so we kept our luggage outside on racks. It was nice to have a complimentary mini bar so I did not have to be charged frivolously for consuming bottled water. The bed was very comfortable, but if you want to lie on it or want to get under the sheets, you will need to get a turndown service. They have a weird fitted shiny, vinyl-like cover and zipped pillow cover (see pic), a few minute job for room service to make the bed to allow it to be used. The Spa was nice, but the pool was little more than an oversized Jacuzzi, albeit it has an amazing view of the city compared to Mandarin, which was in the basement but that was a proper lap pool with day beds. The hotel would have better views if it did not have the louvers on the facade. Breakfast was very nice and the Bamboo Lounge (since the main restaurant is closed on Sundays) had great cocktails and food that was available was substantial. The staff were all excellent and friendly. I think if they did some minor renovations or upgrades of the carpet and furnishings, it will definitely help with their overall appearance. My only complaint will be that it was 65 euros for parking, almost 3 times the parking charges compared to the surrounding area parking garages and much more than other hotels. Regardless, all in all it was a great stay, I will just not bring a car the next time."
548414332,December 2017,5.0,the best,I've stayed in many wonderful hotels all around the world...this is my favorite for so many reasons.....Great location in a great city..Amazing buildingFantastic space.Wonderful Bar..But much more than anything else....Incredible high standard of personal service...We were so so looked after....From the moment we walked through the door...We felt like we were at home....I also think you get to know a hotel when something goes wrong...Milan In December. Its cold..and the heating in our suite wasn't working as good as it should have been.....The way we were treated the way the whole situation was handled was the best I have ever seen....On another occasion I left my phone in the back of a car that had returned us from the theatre.......The way they found my phone. Retrieved my phone and then returned it to me in a restaurant (while I was having dinner) in less than an hour ....was nothing short of amazing.....I wont mention names as that would be unfair....But thank you to each and every individual who works at The Armani Hotel in Milan.....You are a tribute to the name Armani and a tribute to the city of Milan....On behalf of Stacy and myself....Thank you...
501456685,July 2017,5.0,Perfect for fans of luxury minimalism,"Location: Perfect if you are a shopaholic like me.  A simple 1 min walk to Via Monte Napoleone.  From there one can simply spend the whole day shopping and strolling merrily all the way to Galleria Vittorio Emanuele II and Duomo.  It's also right next to a subway station ( Montenapoleone).  There are also many nice restaurants and bars around.  First impression: The entry is understated.  Yet one simply can't miss it.  The Armani style pops up as soon as you see the sleek design of waiting area by the elevator.  The bellboy quickly took over my luggage and I was escorted up to the 7th floor for check in.  As soon as one steps out of the elevator, the floor length window and the venetian shutter brings out the Armani aesthetic at its best.  Check in:  Welcoming, painless, almost clinical. I was then personally escorted again down to my floor.  I was very impressed with the built-in doors to the wall.  No handles, clean and sleek.Room:  I checked in to the entry level deluxe room.  Anyone who ever tried to bargain-hunt for the cheapest room category in a luxury hotel just to say ""I've stayed there"" has their share of horror story about getting an odd room with no window/worst noise/right next to aircon unit or elevator...etc - you fill in the blank.  Well, not this one.  The room has floor length window facing the main street.  The room was dead quiet, not just ""considering its street-facing location and low-floor"", it was down-right dead quiet.  The room was very well designed and surprisingly spacious. The bathroom, which comes with a nice tub right by the window, his-and-her sink, and separate shower/toilet, was almost the same size as the generous bedroom.  Connecting the bathroom and the bathroom was closet and minibar area, which was fully stocked with snacks, soft drinks, juices, and coffee. No alcohol. But did I mention it's COMPLEMENTARY? I was especially pleased with its tablet control.  It was very user-friendly. One can do anything from turning on the bathroom light to asking for an extra dental kit (which was more than your average Colgate kit-it came with 2 tubes of Marvis tooth paste and tooth brush).Bathroom amenities:  It comes with all the standard-Armani body care range all the way.  Other facilities:  All the standard-free wifi, 24 hour gym, a relaxation pool that opens form 9AM to 9PM.  Complementary breakfast was served in one of the 2 restaurants on 7th floor-the restaurant itself was just so open and bright, one can't help but getting in a good mood to start the day.  The food was delicious, but nothing to write home about.  Bottom line:  If you are into old school glamour or homey feeling, this hotel is not for you.  Try Mandarin Oriental a few blocks down the road.  If you like luxury minimalism, you will appreciate the simple and sleek design that also pays great attention to details.  From the way the vestibule is placed at the room entry to mirrors that strategically placed in the  bathroom to optically brighten up the space, it was an experience, not just an overnight stay.  I was also impressed with how the hotel allowed me to be pampered while being self-sufficient at the same time. When other properties either suffocate you with attention or hang you out to dry, I felt right at home at Armani Milan."
480101010,April 2017,5.0,"Superb Location, Lovely rooms, Quirky touches and Great Service","Stayed here for a work trip with a colleague for 4 nights in April 2017. The week of the exhibition we were visiting the prices were 200% up but everywhere was in the city so value for money is hard to be realistic on that wee. If it was the week later I would say the normal price for this hotel is great value.GOOD POINTSLocation - is excellent, amazing roads near by, the Duomo near by, Shopping, Food, Bars and restaurants all within 5-10 minutes walk.Service -  in the hotel is superb, bar staff are excellent, reception staff , all restaurant staff and anyone we encountered.Food - excellent, fresh, quality and simple. Staff always on hand and in the bar throughout the day small antipasti and appetizers are served free which was a nice touch.Bar - on the new extension part built on top of the 5 story original building, superb views over the city and awesome tilting shades to let the light in throughout the day in different angles and shapes. Good staff and choice of exotic spirits.Nightclub - Armani Prive is downstairs, good night, packed, easy to get in when a hotel guest.Room - surprisingly big for a city hotel and with 2 of us sharing a room still plenty of space. All controlled by a touch pad, lighting, TV, AC, Blinds and service , even room service. Very well appointed and everything you need. Bathroom fully marble tiled, great big bath and huge rain shower. Free movies on the TV.BAD POINTS - None really only on this week the price was inflated due to the exhibition."
473384379,April 2017,5.0,"Timeless, Classic and Contemporary service and ambiance at every level.",Always a pleasure to stay at this hotel.  The staff at every level are consistent with the brand experience.  The food at both the bar and restaurant are exceptional and the room service is equally as delicious.  The staff throughout the hotel are extremely friendly and approachable. A must place to stay and experience.  It wouldn't be Milan if you have not experienced this Italian hospitality.
